url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status,domain,tranco_rank,log_web_traffic,log_tranco_rank,predicted_web_traffic
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/307a0fd70046066?cmd=_update&dispatch=307a0fd700460661f&locale=_US,127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.196850394,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,6,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0,phishing,duilawyeryork.com,1500000,15.555621757527808,14.220976332738882,766971.6734937868
http://goldcompass.ru/web/search/Latency%20Stage%20Psychology,61,14,0,1,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,2,0,1,0,0,1,0.06557377,0.0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,3,11,3,12,11,12,7.666666667,11.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,232,-2,0,0,1,0,legitimate,goldcompass.ru,1500000,0.0,14.220976332738882,766971.6734937868
https://www.nextgeneration.ie/,30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,96,0.708333333,0.291666667,0,1,0,0.107142857,0,0.035714286,0,1,56.25,0,0.0,100.0,0,0,0,40.0,0,0,0,1,0,0,89,4660,528300,0,0,4,legitimate,nextgeneration.ie,1500000,13.17742147601452,14.220976332738882,766971.6734937868
http://nagari.or.id/admin/crypt/,32,12,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,6,5,6,6,5,5.333333333,6.0,5.0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,435,6036,0,0,1,2,phishing,nagari.or.id,1500000,0.0,14.220976332738882,766971.6734937868
http://muralsbysteve.com/.se/abc/,33,17,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,13,2,13,13,3,6.0,13.0,2.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,260,7410,0,0,1,0,phishing,muralsbysteve.com,1500000,0.0,14.220976332738882,766971.6734937868
https://elccircuit.com/wp-content/themes/twentynineteen/fonts/verify/ourtime/ourtime123/ourtime.php,99,14,0,2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.03030303,0.0,0,0,0,0,0,2,1,0,1,0,0,0,11,2,2,10,2,14,10,14,7.0,10.0,6.7,3,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,155,211,0,0,1,0,phishing,elccircuit.com,1500000,0.0,14.220976332738882,766971.6734937868
https://vktheme.ru/auth,23,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,7,4,7,7,4,5.5,7.0,4.0,0,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,138,-2,0,0,1,0,phishing,vktheme.ru,1500000,0.0,14.220976332738882,766971.6734937868
https://for-sale.yakaz.com/digital-cameras,42,18,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,2,0,5,0,3,3,7,7,5,7,5.2,4.0,7.0,0,0,0,0,0,0,24,0.75,0.25,0,0,0,0.0,0,0.0,0,1,60.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,23,5456,124062,0,1,3,legitimate,yakaz.com,1500000,11.728544780082226,14.220976332738882,766971.6734937868
http://www.sbank.in,19,12,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,179,0.748603352,0.251396648,0,3,0,0.133333333,0,0.0,0,1,12.5,0,5.263157895,94.73684211,0,0,0,94.69026549,0,0,0,1,1,0,49,-1,1853658,0,0,2,legitimate,sbank.in,1500000,14.432672081546267,14.220976332738882,766971.6734937868
http://www.paypalsigninfo.deisemelo.com/,40,32,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,0,14,14,0,8.666666667000001,8.666666667000001,0.0,1,0,0,0,0,0,4,0.75,0.25,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,487,1338,0,0,1,0,phishing,deisemelo.com,1500000,0.0,14.220976332738882,766971.6734937868
http://www.adulttubetwink.com/,30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,7,0.857142857,0.142857143,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,50.0,0,0,0,0,1,0,355,2567,0,0,0,0,legitimate,adulttubetwink.com,1500000,0.0,14.220976332738882,766971.6734937868
http://www.popupbarbados.com/wp-includes/images/crystal/,56,21,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,6,3,2,3,2,13,13,8,6.5,8.0,5.75,3,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,328,767,0,0,1,2,phishing,popupbarbados.com,1500000,0.0,14.220976332738882,766971.6734937868
http://www.colognehotel.net/,28,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,210,0.985714286,0.014285714,0,1,0,0.0,0,0.0,0,1,75.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,302,1523,3075756,0,0,1,legitimate,colognehotel.net,1500000,14.939061607787501,14.220976332738882,766971.6734937868
https://karim-gawad.com/wp-admin/css/colors/coffee/db/emiratee.htm,66,15,0,2,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,10,4,2,5,2,8,5,8,4.5,5.0,4.375,3,0,0,0,0,0,29,0.931034483,0.068965517,0,0,0,0.0,0,0.0,0,1,88.88888889,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,195,1266,0,0,1,0,phishing,karim-gawad.com,1500000,0.0,14.220976332738882,766971.6734937868
https://nealhelps.com/care/pdf.php?l=_JeHFUq_VJOXK0QWHtoGYDw_payment-TTcopy&userid=,83,13,0,2,1,0,1,1,0,2,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.012048193,0.0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,1,9,1,15,9,15,6.0,9.0,5.666666667,0,0,0,0,0,0,23,0.913043478,0.086956522,0,0,0,0.0,0,0.5,0,0,100.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,277,-1,0,0,1,0,phishing,nealhelps.com,1500000,0.0,14.220976332738882,766971.6734937868
http://piponi.com/58CEBC670A93888DE49B5C0EE755326F?sec=Michaela%20Fellenberg,76,10,1,1,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0.289473684,0.0,0,0,0,0,0,1,0,0,0,0,1,0,5,6,3,6,3,32,6,32,12.2,6.0,13.75,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,7,5106,0,0,1,0,phishing,piponi.com,1500000,0.0,14.220976332738882,766971.6734937868
http://mobile-my3.com,21,14,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.047619048,0.071428571,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,115,0.965217391,0.034782609,0,0,0,0.0,0,0.0,0,0,50.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,363,2,0,0,1,0,phishing,mobile-my3.com,1500000,0.0,14.220976332738882,766971.6734937868
http://donplitka.in.ua/includes/js/up/aicces/myaccount/index.php?enc=7905675e2db2393461529e82232999ce&amp;p=0&amp;dispatch=1cc8f36902951791951d6cde9a9b8acbf66542e7,163,15,1,3,0,0,1,2,0,3,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,0.325153374,0.0,0,0,0,0,0,3,0,0,0,0,0,0,14,8,1,9,1,40,9,40,9.785714286,9.0,9.846153846,3,0,0,0,0,0,26,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,254,2668,0,0,1,0,phishing,donplitka.in.ua,1500000,0.0,14.220976332738882,766971.6734937868
http://www.jodon.com/wp-content/uploads/,40,13,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,5,3,2,3,2,7,5,7,4.8,4.0,5.333333333,2,0,0,0,0,0,14,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,127,8638,0,0,0,2,phishing,jodon.com,1500000,0.0,14.220976332738882,766971.6734937868
https://www.gamestop.no/,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,4540,740545,0,0,4,legitimate,gamestop.no,1500000,13.515143030949673,14.220976332738882,766971.6734937868
http://www.home-network-help.com/network-switch.html,52,25,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,7,3,3,3,4,7,7,7,5.0,4.5,5.666666667,0,0,0,0,0,0,56,0.75,0.25,0,1,0,0.642857143,0,0.285714286,1,1,50.0,0,0.0,100.0,0,0,0,33.33333333,0,0,0,1,0,0,260,5219,720815,0,0,4,legitimate,home-network-help.com,1500000,13.488139182588172,14.220976332738882,766971.6734937868
http://165.227.4.30/publish/images/,35,12,1,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.257142857,0.75,0,0,1,1,1,3,0,0,0,0,0,0,10,2,1,1,1,7,3,7,3.1,2.25,3.666666667,1,0,0,0,0,2,7,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,0,1,1,0,phishing,165.227.4.30.,1500000,0.0,14.220976332738882,766971.6734937868
http://blog.fbhackpass.com/search/top,37,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,4,1,3,4,3,10,10,6,5.75,7.0,4.5,0,0,0,0,0,0,2,0.5,0.5,0,0,0,0.0,0,0.0,0,0,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,124,606,1172123,0,0,2,phishing,fbhackpass.com,1500000,13.974328045570235,14.220976332738882,766971.6734937868
http://www.paxful.com.transfer.boubit.com/,42,34,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,0,1,0,3,0,0,1,0,0,0,5,3,3,3,0,8,8,0,5.2,5.2,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,236,129,0,0,1,0,phishing,boubit.com,1500000,0.0,14.220976332738882,766971.6734937868
http://mercadotecniaic.com/registro_datos_2/images/owonikokoego.html,68,19,0,2,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.014705882,0.0,0,0,0,0,0,2,0,0,0,0,3,0,7,0,1,15,1,15,15,12,7.285714286,15.0,6.0,1,0,0,0,0,0,21,0.428571429,0.571428571,0,0,0,0.75,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,249,1576,0,0,1,0,phishing,mercadotecniaic.com,1500000,0.0,14.220976332738882,766971.6734937868
http://chachainsurance.com/wp-admin/includes/hinf/att3,54,19,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.018518519,0.0,0,0,0,0,0,1,1,0,0,0,1,0,6,1,2,15,2,15,15,8,6.333333333,15.0,4.6,3,0,0,0,0,0,6,0.666666667,0.333333333,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,259,836,0,0,1,0,phishing,chachainsurance.com,1500000,0.0,14.220976332738882,766971.6734937868
https://www.madeleine-tarot.com/de/,35,23,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,1,0,0,0,4,3,2,3,2,9,9,2,4.75,5.666666667,2.0,0,0,0,0,0,0,26,0.7307692309999999,0.269230769,0,2,0,0.0,0,0.0,0,1,33.33333333,0,75.0,25.0,0,0,0,100.0,0,0,0,1,0,0,290,-1,0,0,0,0,legitimate,madeleine-tarot.com,1500000,0.0,14.220976332738882,766971.6734937868
http://email.mg.populus-surveys.co.uk/c/eJx9jslqAzEYg59m5ubBG_b44ENCyTnQvICXP41bj228FPL2dSDnghB8SAh5facK1qCFxc4oQxFxdEccdoUM3Q0iXmLCvPKe2IVjBzaP5GAruYw4Gmqj_sKzbS4f60MrvN8dlwqwkUpwLxkjlmLJhRSSUrdG_ei9tIWdFnqZes9sOcWQAD1y61vLcfSQU5v56fM6faQ2bHM1WJj0BQlqcJtpZWEXOEyIC_so0Ec0h2k_8JxHbQ-pQ03QX9cWKlwMkPosnm-TSs3f4F54xURgxteq_11Yuz7fpr3rf4PKZVY,339,30,0,4,3,0,0,0,0,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.156342183,0.0,0,0,0,0,0,3,1,0,0,0,1,0,14,8,1,2,1,94,7,94,22.35714286,5.25,29.2,1,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,340,756,0,0,1,0,phishing,populus-surveys.co.uk,1500000,0.0,14.220976332738882,766971.6734937868
http://justuskennelclub.com.br/phpform/use/HogskoleniOstfold/form1.html,71,23,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.014084507,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,3,16,3,17,16,17,8.666666667000001,16.0,7.2,0,0,0,0,0,0,9,0.8888888890000001,0.111111111,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,1,1,0,0,782,-1,0,0,1,0,phishing,justuskennelclub.com.br,1500000,0.0,14.220976332738882,766971.6734937868
https://phx.chromeproxy.net/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tL2xvZ2luLnBocD9uZXh0PWh0dHBzJTNBJTJGJTJGbW9iaWxlLmZhY2Vib29rLmNvbSUyRnN0b3JpZXMucGhwJTNGYWZ0ZXJjdXJzb3JyJTNEMTQ2NjY5OTUyMSUyNTNBMTQ2NjY5OTUyMSUyNTNBMTQlMjUzQS0xMTg4Mjg5MjYxMDIxNTA1OTk3JTI1M0ExNDY2Njk4NDI5JTI1M0EwJTI2dGFiJTNEaF9ub3IlMjZfX21fbG9nX2FzeW5jX18lM0QxJTI2cmVmaWQlM0QyOCZyZWZzcmM9aHR0cHMlM0ElMkYlMkZtb2JpbGUuZmFjZWJvb2suY29tJTJGc3Rvcmllcy5waHAmcmVmaWQ9MjgmX3Jkcg--,443,19,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.135440181,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,8,3,3,6,406,11,406,106.5,7.0,206.0,0,0,0,0,0,0,7,0.571428571,0.428571429,0,0,0,0.0,0,0.666666667,0,0,33.33333333,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,307,2615,0,0,1,2,phishing,chromeproxy.net,1500000,0.0,14.220976332738882,766971.6734937868
https://www.holysai.com/,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,76,0.078947368,0.921052632,0,0,0,0.042857143,0,0.0,0,1,57.14285714,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,90,3927,1623912,0,0,2,legitimate,holysai.com,1500000,14.300349226840188,14.220976332738882,766971.6734937868
https://www.7mednews.ru/,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.041666667,0.066666667,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,21,0.7142857140000001,0.285714286,0,1,0,0.333333333,0,0.0,0,1,62.5,0,50.0,50.0,0,0,0,0.0,0,0,0,0,0,0,178,2379,115241,0,0,3,legitimate,7mednews.ru,1500000,11.654789544132907,14.220976332738882,766971.6734937868
http://mail.kevinkeppel.nl/~u43730p39181/pki-validation,55,19,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0.181818182,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,3,4,3,13,11,13,8.2,7.5,8.666666667000001,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,0,2750,0,0,1,1,phishing,kevinkeppel.nl,1500000,0.0,14.220976332738882,766971.6734937868
